,dir,vel
30/9/2016 6:30:00,322.0,0.8
30/9/2016 7:30:00,353.0,0.9
30/9/2016 8:30:00,30.0,0.8
30/9/2016 9:30:00,231.0,0.8
30/9/2016 10:30:00,292.0,1.1
30/9/2016 11:30:00,331.0,0.8
30/9/2016 12:30:00,255.0,0.3
30/9/2016 13:30:00,172.0,1.0
30/9/2016 14:30:00,129.0,1.8
30/9/2016 15:30:00,133.0,2.299
30/9/2016 16:30:00,138.0,2.7
30/9/2016 17:30:00,139.0,2.7
30/9/2016 18:30:00,142.0,2.399
30/9/2016 19:30:00,146.0,2.2
30/9/2016 20:30:00,141.0,2.1
30/9/2016 21:30:00,140.0,1.899
30/9/2016 22:30:00,143.0,2.6
30/9/2016 23:30:00,138.0,1.7
